title,slug,date,old_url,bucket,quality_score,word_count,comment_count,categories,tags
vCena con desarrolladores,vcena-con-desarrolladores,2008-08-25,/2008/08/26/vcena-con-desarrolladores/,A,5,1124,17,Velneo,Velneo
Universidad de Stanford,universidad-de-stanford,2008-08-28,/2008/08/28/universidad-de-stanford/,C,1,214,11,Viajes,stanford
Las Empresas Tecnológicas en Sillicon Valley,las-empresas-tecnogicas-en-sillicon-valley,2008-08-31,/2008/08/31/las-empresas-tecnogicas-en-sillicon-valley/,C,1,102,6,Tecnología,apple; google; instalaciones; oracle; yahoo
Computer history museum,computer-history-museum,2008-09-01,/2008/09/01/computer-history-museum/,C,1,43,3,Viajes,historia computadoras; museo computadoras
La mejores presentaciones del Mundo,la-mejores-presentaciones-del-mundo,2008-09-02,/2008/09/02/la-mejores-presentaciones-del-mundo/,C,1,91,3,Software,presentaciones; slideshare
Repartir Periódicos Gratuitos,repartir-periodicos-gratuitos,2008-09-03,/2008/09/03/repartir-periodicos-gratuitos/,C,,64,,Tecnología,
Sergey Brin explica porqué lanzan su Navegador,sergey-brin-explica-porque-lanzan-su-navegador,2008-09-03,/2008/09/03/sergey-brin-explica-porque-lanzan-su-navegador/,C,1,46,3,Tecnología,chrome; google; sergey brin
¿Cómo conseguir dinero de un capital riesgo?,¿como-conseguir-dinero-de-un-capital-riesgo,2008-09-05,/2008/09/05/%c2%bfcomo-conseguir-dinero-de-un-capital-riesgo/,C,1,25,3,Empresa,capital riesgo; financiacion; venture capital
Universidad de Berkeley,universidad-de-berkeley,2008-09-06,/2008/09/06/universidad-de-berkeley/,C,1,33,3,Viajes,alfonsogu; Berkeley; stanford
La vida después de vacaciones,la-vida-despues-de-vacaciones,2008-09-11,/2008/09/11/la-vida-despues-de-vacaciones/,C,2,48,8,Citas,computadoras; geek; web
Ballmer VS GuyKawasaki,ballmer-vs-guykawasaki,2008-09-11,/2008/09/11/ballmer-vs-guykawasaki/,C,,48,,Software,GuyKawasaki; Steve Ballmer
El efecto paraguas,el-efecto-paraguas,2008-09-15,/2008/09/15/el-efecto-paraguas/,C,2,161,14,Empresa,delegar
Lecciones de Steve Jobs,lecciones-de-steve-jobs,2008-09-17,/2008/09/17/lecciones-de-steve-jobs/,B,3,503,10,Software,inside steve´s brain; simple; steve jobs
I´m a PC,i´m-a-pc,2008-09-20,/2008/09/20/i%c2%b4m-a-pc/,C,,71,,Empresa,anuncios; mac; microsoft
¿Cuánto va a durar la recesión?,¿cuanto-va-a-durar-la-recesion,2008-09-20,/2008/09/20/%c2%bfcuanto-va-a-durar-la-recesion/,C,2,178,7,Empresa,crisis; jesus encinar; precio vivienda; recesion
Odio a la gente que se queja,odio-a-la-gente-que-se-queja,2008-09-22,/2008/09/22/odio-a-la-gente-que-se-queja/,B,3,542,6,Citas,amancio; deporte; rafa nadal; steve jobs
"Crisis, ¿qué coño de crisis?",crisis-¿que-cono-de-crisis,2008-09-26,/2008/09/26/crisis-%c2%bfque-cono-de-crisis/,C,2,186,10,Citas,crisis; mauricio
¿Qué demonios es Cloud Computing?,¿que-demonios-es-cloud-computing,2008-09-27,/2008/09/27/%c2%bfque-demonios-es-cloud-computing/,C,1,54,6,Tecnología,Cloud computing; larry ellison; oracle; PaaS/SaaS; SAAS
Lecciones de Steve Jobs (Parte 2),lecciones-de-steve-jobs-parte-2,2008-09-29,/2008/09/29/lecciones-de-steve-jobs-parte-2/,C,2,371,6,Citas,Citas; simplicidad; steve jobs
¿Por qué Velneo no apoya en proyectos finales?,¿por-que-velneo-no-apoya-en-proyectos-finales,2008-10-02,/2008/10/02/%c2%bfpor-que-velneo-no-apoya-en-proyectos-finales/,C,2,316,12,Velneo,Velneo
¿Por qué todo es relativo?,¿por-que-todo-es-relativo,2008-10-05,/2008/10/05/%c2%bfpor-que-todo-es-relativo/,B,4,1021,11,Personas,
Video sobre Las trampas del deseo,video-sobre-las-trampas-del-deseo,2008-10-06,/2008/10/06/video-sobre-las-trampas-del-deseo/,C,1,38,6,Tecnología,precios; productos; trampas del deseo
"Nombres, descripciones y principios",nombres-descripciones-y-principios,2008-10-09,/2008/10/09/nombres-descripciones-y-principios/,C,2,313,2,Velneo,descripciones; nombres; principios
¿Cómo esta el paro en España?,¿como-esta-el-paro-en-espana,2008-10-09,/2008/10/09/%c2%bfcomo-esta-el-paro-en-espana/,C,2,73,5,Tecnología,crisis; paro
¿Es importante la comunicación?,¿es-importante-la-comunicacion,2008-10-11,/2008/10/11/%c2%bfes-importante-la-comunicacion/,C,1,36,1,Citas; Personas,Personas; recursos humanos
El poder del Gratis,el-poder-del-gratis,2008-10-11,/2008/10/11/el-poder-del-gratis/,C,2,264,5,Empresa,free; gratis; poder
Aportaciones de las diferentes tendencias psicológicas,aportaciones-de-las-diferentes-tendencias-psicologicas,2008-10-15,/2008/10/15/aportaciones-de-las-diferentes-tendencias-psicologicas/,B,3,503,6,Tecnología,Cognitivismo (el conexionismo); Cognitivismo (Modularidad de la mente); Cognitivismo (Paradigma computacional); Cognitivismo (perspectiva genética); Conductismo; Neoconductismo; Psicoanálisis; Psicología Cognitiva (nacimiento); Psicología Cultural; Psicología de la forma
Amazon y su estrategia,amazon-y-su-estrategia,2008-10-16,/2008/10/16/amazon-y-su-estrategia/,C,2,37,,Citas,
Dinero y Deuda,dinero-y-deuda,2008-10-16,/2008/10/16/dinero-y-deuda/,C,1,93,5,Tecnología,concursante; deuda; dinero
¿Podemos hablar de la existencia de una sola Psicología como disciplina científica unitaria?,¿podemos-hablar-de-la-existencia-de-una-sola-psicologia-como-disciplina-cientifica-unitaria,2008-10-18,/2008/10/18/%c2%bfpodemos-hablar-de-la-existencia-de-una-sola-psicologia-como-disciplina-cientifica-unitaria/,C,1,163,2,Tecnología,psicologia
La crisis Ninja,la-crisis-ninja,2008-10-20,/2008/10/20/la-crisis-ninja/,C,1,15,15,Tecnología,crisis
Problemas de la comunicación descendente,la-comunicacion-en-las-empresas,2008-10-25,/2008/10/25/la-comunicacion-en-las-empresas/,C,1,388,1,Empresa,comunicación; comunicación descendente; comunicación empresa
Problemas de comunicación ascendente,problemas-de-comunicacion-ascendente,2008-10-25,/2008/10/25/problemas-de-comunicacion-ascendente/,C,2,253,4,Tecnología,comunicación descendente; comunicación empresa
Problemas de la comunicación horizontal,problemas-de-la-comunicacion-horizontal,2008-10-25,/2008/10/25/problemas-de-la-comunicacion-horizontal/,C,1,351,1,Empresa,comunicación horizontal; horizontal
¿Cómo mejorar la comunicación en la empresa?,¿como-mejorar-la-comunicacion-en-la-empresa,2008-10-25,/2008/10/25/%c2%bfcomo-mejorar-la-comunicacion-en-la-empresa/,B,4,505,5,Tecnología,
¿Qué es el Periodo medio de maduración?,¿que-es-el-periodo-medio-de-maduracion,2008-10-28,/2008/10/28/%c2%bfque-es-el-periodo-medio-de-maduracion/,C,1,96,,Empresa,
¿Es el cloud computing más inseguro?,¿es-el-cloud-computing-mas-inseguro,2008-11-02,/2008/11/02/%c2%bfes-el-cloud-computing-mas-inseguro/,C,2,362,12,Tecnología,
¿Qué sistema operativo instalo en mi ordenador?,¿que-sistema-operativo-instalo-en-mi-ordenador,2008-11-10,/2008/11/10/%c2%bfque-sistema-operativo-instalo-en-mi-ordenador/,C,1,16,2,Tecnología,
¿Cómo nos comunicamos?,¿como-nos-comunicamos,2008-11-10,/2008/11/10/%c2%bfcomo-nos-comunicamos/,C,2,109,7,Tecnología,
Google ya tiene videoconferencia,google-ya-tiene-videoconferencia,2008-11-12,/2008/11/12/google-ya-tiene-videoconferencia/,C,,134,1,Tecnología,
¿Quieres hacer un estándar vertical en software?,¿quieres-hacer-un-estandard-vertical-en-software,2008-11-17,/2008/11/17/%c2%bfquieres-hacer-un-estandard-vertical-en-software/,B,3,475,11,Tecnología,
¿Cuándo dejo de ser autónomo?,¿cuando-dejo-de-ser-autonomo,2008-11-18,/2008/11/18/%c2%bfcuando-dejo-de-ser-autonomo/,B,4,503,7,Software,autónomo; PYME; software
Google también fracasa,google-tambien-fracasa,2008-11-20,/2008/11/20/google-tambien-fracasa/,C,1,227,2,Software,error; fracaso; google; lively; Second Life
Facebook or Facetoface,facebook-or-facetoface,2008-11-23,/2008/11/23/facebook-or-facetoface/,C,1,79,,Software,facebook; facetoface
App Store de Apple y el Ipod Touch,app-store-de-apple-y-el-ipod-touch,2008-11-23,/2008/11/23/app-store-de-apple-y-el-ipod-touch/,C,1,311,9,Tecnología,app store; iphone; ipod; shazam
¿Hasta cuándo va a durar la crisis?,¿hasta-cuando-va-a-durar-la-crisis,2008-11-23,/2008/11/24/%c2%bfhasta-cuando-va-a-durar-la-crisis/,C,2,142,6,Empresa,crisis
Video sobre filosofía de vida,video-sobre-filosofia-de-vida,2008-11-24,/2008/11/24/video-sobre-filosofia-de-vida/,C,1,63,8,Tecnología,
Teletrabajo,teletrabajo,2008-11-30,/2008/11/30/teletrabajo/,B,3,949,11,Tecnología,
Está naciendo una estrella...,esta-naciendo-una-estrella,2008-12-02,/2008/12/02/esta-naciendo-una-estrella/,C,1,96,3,Velneo,Velneo
Lecciones de Steve (Parte 3),lecciones-de-steve-parte-3,2008-12-03,/2008/12/03/lecciones-de-steve-parte-3/,C,1,322,2,Tecnología,
¿Qué es la fotografía esférica?,¿que-es-la-fotografia-esferica,2008-12-04,/2008/12/04/%c2%bfque-es-la-fotografia-esferica/,C,1,208,2,Tecnología,
Cultura Oriental vs Cultura Occidental,cultura-oriental-vs-cultura-occidental,2008-12-07,/2008/12/07/cultura-oriental-vs-cultura-occidental/,B,3,836,15,Tecnología,china; cultura occidental; cultura oriental
10.000 Aplicaciones en el App Store,10000-aplicaciones-en-el-app-store,2008-12-08,/2008/12/08/10000-aplicaciones-en-el-app-store/,C,2,129,23,Velneo,open apps; Velneo
Amazon en Europa,amazon-en-europa,2008-12-10,/2008/12/10/amazon-en-europa/,C,2,177,8,Software; Velneo,amazon; PaaS/SaaS; SAAS
Recomendaciones para equipos remotos,recomendaciones-para-equipos-remotos,2008-12-11,/2008/12/11/recomendaciones-para-equipos-remotos/,C,2,482,8,Software,equipo remoto; Personas; recursos humanos; teletrabajo; wordpress
¿Qué es el teletrabajo?,¿que-es-el-teletrabajo,2008-12-21,/2008/12/21/%c2%bfque-es-el-teletrabajo/,C,2,181,3,Tecnología,conciliacion; conciliacion laboral; Personas; recursos humanos; teletrabajo
¿Qué es el marketing interno?,¿que-es-el-marketing-interno,2008-12-21,/2008/12/21/%c2%bfque-es-el-marketing-interno/,C,2,403,5,Personas; Tecnología,marketing; marketing interno; Personas
Feliz Navidad,feliz-navidad-2,2008-12-24,/2008/12/24/feliz-navidad-2/,C,1,59,4,Tecnología,
Norma social vs Norma Mercantil,norma-social-vs-norma-mercantil,2008-12-28,/2008/12/28/norma-social-vs-norma-mercantil/,C,2,591,3,Personas; Tecnología,normas mercantiles; normas sociales; trampas del deseo
Carta a los Reyes Magos,carta-a-los-reyes-magos,2008-12-30,/2008/12/30/carta-a-los-reyes-magos/,C,2,477,7,Tecnología,life is soft; Velneo
Vídeo con Juan Muñoz-Cobos en Morzine,con-juan-munoz-cobos-en-morzine,2009-01-05,/2009/01/05/con-juan-munoz-cobos-en-morzine/,C,1,127,6,Velneo,alfonsogu; juan muñoz-cobos; v7; Velneo; velneo v7
¿Cómo gestionar tu dinero?,¿como-gestionar-tu-dinero,2009-01-07,/2009/01/07/%c2%bfcomo-gestionar-tu-dinero/,C,1,92,4,Tecnología,Warren Buffett
¿Cómo gestiono mi tiempo?,mi-tiempo,2009-01-09,/2009/01/09/mi-tiempo/,C,2,438,4,Software,gestion de tiempo; rescuetime
IPC 2009,ipc-2009,2009-01-12,/2009/01/12/ipc-2009/,C,1,110,2,Empresa,ine; ipc
¿Qué es el Plan E?,plan-e-¿crisis-grave,2009-01-12,/2009/01/13/plan-e-%c2%bfcrisis-grave/,C,,70,1,Tecnología,
Qt añade la licencia LGPL,qt-anade-la-licencia-lgpl,2009-01-16,/2009/01/17/qt-anade-la-licencia-lgpl/,C,1,152,1,Tecnología,nokia; qt; Velneo
De vuelta al blog,de-vuelta-al-blog,2009-01-26,/2009/01/26/de-vuelta-al-blog/,C,1,154,1,Tecnología,Velneo
Guión de telemarketing,guion-de-telemarketing,2009-01-26,/2009/01/26/guion-de-telemarketing/,C,2,291,13,Empresa; Tecnología,telemarketing; tmk
La crisis tecnológica,la-crisis-tecnologica,2009-01-27,/2009/01/27/la-crisis-tecnologica/,C,2,284,5,Tecnología,
Lecciones de Steve (Parte 4),lecciones-de-steve-parte-4,2009-01-28,/2009/01/28/lecciones-de-steve-parte-4/,C,2,189,5,Empresa,apple; steve jobs
La Demostración de Software,la-demostracion-de-software,2009-02-02,/2009/02/02/la-demostracion-de-software/,A,5,1007,10,Software,demo; demostracion; preventa; software; venta de software
La Preventa,la-preventa,2009-02-02,/2009/02/02/la-preventa/,C,1,441,2,Software,demo; demostraciones; presentacion; soft; software
Encuesta de Valoración de una Demostración,encuesta-de-valoracion-de-una-demostracion,2009-02-02,/2009/02/02/encuesta-de-valoracion-de-una-demostracion/,C,1,205,2,Software,encuesta; preventa; software; software empresas; venta
El panadero y el long tail,el-panadero-y-el-long-tail,2009-02-03,/2009/02/03/el-panadero-y-el-long-tail/,C,1,241,2,Velneo,foro; Long Tail; open apps; propuesta; Velneo
El Plan V,el-plan-v,2009-02-05,/2009/02/05/el-plan-v/,C,2,355,13,Tecnología,
v7.velneo.es,v7velneoes,2009-02-09,/2009/02/09/v7velneoes/,C,2,99,9,Velneo,estreno; v7; Velneo
Ergonomía y percepción,ergonomia-y-percepcion,2009-02-14,/2009/02/14/ergonomia-y-percepcion/,C,2,594,,Tecnología,cultura; ergonomia; percepción; Psicología Cognitiva (nacimiento); psicologia
Influencia de la Cultura en la Percepción Humana,percepcion-y-cultura,2009-02-14,/2009/02/14/percepcion-y-cultura/,B,3,886,,Personas,cultura; percepción; psicologia; realidad
"Realismo, Idealismo y constructivismo",realismo-idealismo-y-constructivismo,2009-02-14,/2009/02/14/realismo-idealismo-y-constructivismo/,C,1,493,1,Personas,constructivismo; idealismo; psicologia; realismo
Individualismo vs Colectivismo,individualismo-vs-colectivismo,2009-02-14,/2009/02/14/individualismo-vs-colectivismo/,C,1,276,1,Personas,colectivismo; colectivismo social; individualismo; psicologia
Individualismo y Colectivismo en la empresa,individualismo-y-colectivismo-en-la-empresa,2009-02-14,/2009/02/14/individualismo-y-colectivismo-en-la-empresa/,C,1,159,,Empresa,colectivismo; Empresa; individualismo; individuo
¿Qué es el mobbing?,¿que-es-el-mobbing,2009-02-14,/2009/02/14/%c2%bfque-es-el-mobbing/,C,2,629,2,Empresa,acoso; Empresa; mobbing
La cultura y el individuo,la-cultura-y-el-individuo,2009-02-14,/2009/02/14/la-cultura-y-el-individuo/,C,2,153,4,Empresa,colectivismo; cultura; individualismo; psicologia
¿Qué es el relativismo lingüístico?,¿que-es-el-relativismo-linguistico,2009-02-14,/2009/02/14/%c2%bfque-es-el-relativismo-linguistico/,C,1,491,1,Personas,determinismo; psicologia; relativismo; relativismo lingüístico
Relativismo vs Universalismo,relativismo-vs-universalismo,2009-02-14,/2009/02/14/relativismo-vs-universalismo/,C,1,125,,Personas,psicologia; relativismo cultural; universalismo cultural
¿Es sexista el lenguaje?,¿es-sexista-el-lenguaje,2009-02-14,/2009/02/14/%c2%bfes-sexista-el-lenguaje/,C,2,278,3,Personas,lenguaje; lenguaje sexista; lexico; sexista
Universalismo Cultural,universalismo-cultural,2009-02-14,/2009/02/14/universalismo-cultural/,C,1,251,1,Personas,psicologia; relativismo; universalismo
Velneo V7,velneo-v7,2009-02-15,/2009/02/15/velneo-v7/,C,1,226,2,Velneo,
Las App Store para móvil,las-app-store-para-movil,2009-02-17,/2009/02/17/las-app-store-para-movil/,C,2,352,7,Tecnología,app; appstore; mobile; store
¿Qué es el Mifi?,que-es-mifi,2009-02-18,/2009/02/18/que-es-mifi/,C,2,199,13,Tecnología,Mifi; Movil; Wifi
Velneo V7  vs Crisis,velneo-v7-vs-crisis,2009-02-23,/2009/02/23/velneo-v7-vs-crisis/,C,1,175,1,Velneo,v7; Velneo
Querer es Poder,querer-es-poder,2009-03-02,/2009/03/02/querer-es-poder/,C,1,28,4,Tecnología,poder; querer
Surface de Microsoft,surface-de-microsoft,2009-03-03,/2009/03/03/surface-de-microsoft/,C,1,46,4,Tecnología,microsoft; surface
90 Segundos,90-segundos,2009-03-06,/2009/03/06/90-segundos/,C,,32,1,Tecnología,cocacola
¿Cómo licencio mi software?,¿como-licencio-mi-software,2009-03-10,/2009/03/10/%c2%bfcomo-licencio-mi-software/,C,1,191,1,Software,licencias; software
¿Qué es el cloud computing?,¿que-es-el-cloud-computing,2009-03-11,/2009/03/11/%c2%bfque-es-el-cloud-computing/,C,,32,1,Tecnología,cloud; Cloud computing; PaaS/SaaS; SAAS
¿Por qué es una oportunidad el PaaS?,¿por-que-es-una-oportunidad-el-paas,2009-03-16,/2009/03/16/%c2%bfpor-que-es-una-oportunidad-el-paas/,C,1,482,2,Tecnología; Velneo,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service
¿Qué es Surchur?,¿que-es-surchur,2009-03-17,/2009/03/17/%c2%bfque-es-surchur/,C,2,132,,Tecnología,loogic; surchur
Balance Situación vs Pérdidas y Ganancias,balance-situacion-vs-perdidas-y-ganancias,2009-03-18,/2009/03/18/balance-situacion-vs-perdidas-y-ganancias/,C,1,189,,Tecnología,Balance Situación; P&amp;G; Perdidas y Ganancias
10 Predicciones para el 2009 IDC (SaaS &amp; PaaS),10-predicciones-para-el-2009-idc-saas-paas,2009-03-18,/2009/03/18/10-predicciones-para-el-2009-idc-saas-paas/,C,2,298,7,Tecnología,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS
Presidente 2.0,presidente-20,2009-03-19,/2009/03/19/presidente-20/,B,4,2273,7,Tecnología,Obama; Presidente 2.0
¿Qué es PMM?,¿que-es-pmm,2009-03-20,/2009/03/20/%c2%bfque-es-pmm/,C,2,374,5,Tecnología,periodo de maduración; periodo medio de maduración; pmm; pmmf
Glosario de Términos Contables,glosario-de-terminos-contables,2009-03-20,/2009/03/20/glosario-de-terminos-contables/,B,3,795,4,Tecnología,Análisis de Económico los Estados Contables; Análisis Financiero de los Estados Contables; Análisis Formal de los Estados Contables; Análisis Patrimonial de los Estados Contables; Aplicación de fondos; Balance; Cobros; Compras; Consumos; contable; Costes; Cuadro de Financiación; Cualidades de la información contable; Cuenta de Resultados; Gastos; glosario; glosario contable; Imagen Fiel; Informe de Gestión; Informe de los Auditores; Ingresos por ventas; Memoria; Origen de fondos; Pagos; Principio de Correlación de Ingresos y Gastos; Principio de devengo; Principio de Empresa en Funcionamiento; Principio de Importancia Relativa; Principio de No Compensación; Principio de Precio de Adquisición; Principio de Prudencia; Principio de Registro; Principio de Uniformidad; ventas
Introducción al SaaS,introduccion-al-saas,2009-03-21,/2009/03/21/introduccion-al-saas/,C,,15,,Tecnología,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service; software como servicio
"La venta personal en Internet (SaaS, PaaS)",la-venta-personal-en-internet-saas-paas,2009-03-22,/2009/03/22/la-venta-personal-en-internet-saas-paas/,B,3,688,4,Software,comercial; jefe de ventas; PaaS/SaaS; Plataforma com servicio; Platform as a service; SAAS; Software as a service; software como servicio; venta personal
Blackberry vs Apple,blackberry-vs-apple,2009-03-23,/2009/03/23/blackberry-vs-apple/,C,1,22,4,Tecnología,apple; blackberry
Cultura Empresarial tradicional,cultura-empresarial-tradicional,2009-03-31,/2009/03/31/cultura-empresarial-tradicional/,C,2,824,1,Personas,cultura empresarial; moderna; tradicional
Cultura empresarial moderna,cultura-empresarial-moderna,2009-04-02,/2009/04/02/cultura-empresarial-moderna/,B,3,1728,1,Personas,
¿Qué papel juega la Cultura en la organización?,¿que-papel-juega-la-cultura-en-la-organizacion,2009-04-05,/2009/04/05/%c2%bfque-papel-juega-la-cultura-en-la-organizacion/,C,1,256,2,Tecnología,cultura; Empresa; estrategia; organización
¿Quién es la mujer con el mejor físico del mundo?,¿quien-es-la-mujer-con-el-mejor-fisico-del-mundo,2009-04-05,/2009/04/05/%c2%bfquien-es-la-mujer-con-el-mejor-fisico-del-mundo/,C,2,8,5,Tecnología,
Productos de reacción Cultural,productos-de-reaccion-cultural,2009-04-06,/2009/04/06/productos-de-reaccion-cultural/,C,1,249,,Tecnología,invasión cultural; Mecca-Cola; productos de reacción cultural; Razanne; Zamzam-Cola
Google App Engine soporta FORTRAN 77,google-app-engine-soporta-fortran-77,2009-04-06,/2009/04/06/google-app-engine-soporta-fortran-77/,C,2,165,3,PaaS/SaaS,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service; software como servicio; Velneo
¿Qué es un CPD?,¿que-es-un-cpd,2009-04-11,/2009/04/11/%c2%bfque-es-un-cpd/,C,1,87,7,PaaS/SaaS,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service; software como servicio; Velneo
¿Qué es TalkPress?,¿que-es-talkpress,2009-04-13,/2009/04/13/%c2%bfque-es-talkpress/,C,2,558,2,Tecnología,automattic; bbpress; SAAS; talkpress; wordpress
Java en Google App Engine,java-en-google-app-engine,2009-04-15,/2009/04/15/java-en-google-app-engine/,C,,90,,Tecnología,Java; PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service; software como servicio; Velneo
Somos la Mejor Empresa para trabajar del 2009 (50 a 100 empleados),somos-la-mejor-empresa-para-trabajar-del-2009-50-a-100-empleados,2009-04-21,/2009/04/21/somos-la-mejor-empresa-para-trabajar-del-2009-50-a-100-empleados/,C,2,424,30,Personas,GPWT; Great place to work; Mejor empresa; Mejor Empresa para Trabajar España
El efecto resaca,el-efecto-resaca,2009-04-29,/2009/04/29/el-efecto-resaca/,C,2,221,6,Personas,
¿Qué es el Assessment Center?,¿que-es-el-assessment-center,2009-05-05,/2009/05/05/%c2%bfque-es-el-assessment-center/,C,1,200,,Personas,Assessment Center
¿Qué es el modelo EFQM?,¿que-es-el-modelo-efqm,2009-05-07,/2009/05/07/%c2%bfque-es-el-modelo-efqm/,C,,99,2,Tecnología,efqm
¿Qué es un dominio .tel?,¿que-es-un-dominio-tel,2009-05-08,/2009/05/08/%c2%bfque-es-un-dominio-tel/,C,1,12,3,Tecnología,.tel
¿Qué es el modelo ABC de costes?,¿que-es-el-modelo-abc-de-costes,2009-05-09,/2009/05/09/%c2%bfque-es-el-modelo-abc-de-costes/,C,1,240,,Empresa,abc; Costes
¿Qué es la gestión por competencias?,¿que-es-la-gestion-por-competencias,2009-05-10,/2009/05/10/%c2%bfque-es-la-gestion-por-competencias/,C,2,140,3,Personas,competencias; gestión
¿Qué son las entrevistas de incidentes críticos?,¿que-son-las-entrevistas-de-incidentes-criticos,2009-05-12,/2009/05/12/%c2%bfque-son-las-entrevistas-de-incidentes-criticos/,C,2,202,3,Personas,
E-business vs Comercio Electrónico,e-business-vs-comercio-electronico,2009-05-14,/2009/05/14/e-business-vs-comercio-electronico/,C,1,440,1,Tecnología,comercio electrónico; E-business
¿Qué es la evaluación del desempeño?,¿que-es-la-evaluacion-del-desempeno,2009-05-17,/2009/05/17/%c2%bfque-es-la-evaluacion-del-desempeno/,C,1,93,,Personas,desempeño
¿Qué es videopress?,¿que-es-videopress,2009-05-18,/2009/05/18/%c2%bfque-es-videopress/,C,1,163,1,Tecnología,alta calidad; video
¿Qué es un emprendedor?,¿eres-un-emprendedor,2009-05-24,/2009/05/24/%c2%bferes-un-emprendedor/,C,1,17,3,Emprendedores,emprendedor; Emprendedores
Publicidad vs Propaganda,publicidad-vs-propaganda,2009-05-27,/2009/05/27/publicidad-vs-propaganda/,C,2,227,5,Tecnología,propaganda; publicidad
¿Te preocupa quién es tu compañero de mesa?,¿te-preocupa-quien-es-tu-companero-de-mesa,2009-05-28,/2009/05/28/%c2%bfte-preocupa-quien-es-tu-companero-de-mesa/,C,2,320,8,Personas; Tecnología,oficina; Personas
La vida en 50 segundos,la-vida-en-50-segundos,2009-06-01,/2009/06/01/la-vida-en-50-segundos/,C,,31,2,Tecnología,
¿Qué licencia de software libre debo usar?,¿que-licencia-de-software-libre-debo-usar,2009-06-02,/2009/06/02/%c2%bfque-licencia-de-software-libre-debo-usar/,B,3,612,2,Software,BSD; EUPL; GPL; licencias software libre; sofware libre
¿Qué es el capital intelectual?,¿que-es-el-capital-intelectual,2009-06-03,/2009/06/03/%c2%bfque-es-el-capital-intelectual/,C,1,191,1,Personas,capital estructural; capital humano; capital intelectual
¿Qué Son los Stakeholders y Su Importancia en las Empresas?,que-son-los-stakeholder,2009-06-04,/2009/06/04/que-son-los-stakeholder/,B,3,690,4,Tecnología,stakeholder
Vídeo Motivación Final Copa de Europa,video-motivacion-final-copa-de-europa,2009-06-05,/2009/06/05/video-motivacion-final-copa-de-europa/,C,1,102,3,Tecnología,
¿Qué es el microblogging?,¿que-es-el-microblogging,2009-06-07,/2009/06/07/%c2%bfque-es-el-microblogging/,C,2,260,4,Tecnología,blog; comunicación; microblogging
¿Qué es el Proyecto Natal?,¿que-es-el-proyecto-natal,2009-06-14,/2009/06/14/%c2%bfque-es-el-proyecto-natal/,C,1,25,3,Tecnología,micrososoft; natal
¿Qué es el vdataclient?,¿que-es-el-vdataclient,2009-06-17,/2009/06/17/%c2%bfque-es-el-vdataclient/,C,2,199,9,Tecnología,vdataclient; Velneo
Costes tradicionales VS ABC,costes-tradicionales-vs-abc,2009-06-19,/2009/06/19/costes-tradicionales-vs-abc/,C,1,141,,Tecnología,abc; costes tracicionales
¿Sabías que..?,¿sabias-que,2009-06-21,/2009/06/21/%c2%bfsabias-que/,C,1,1,4,Tecnología,conocimiento; resumen 2008
¿Qué es Cloud Computing?,¿que-es-cloud-computing,2009-06-22,/2009/06/22/%c2%bfque-es-cloud-computing/,C,1,394,,Tecnología,PaaS/SaaS; plataforma como servicio; SAAS
8 Errores del proceso de cambio,8-errores-del-proceso-de-cambio,2009-06-23,/2009/06/23/8-errores-del-proceso-de-cambio/,C,2,485,4,Emprendedores,
¿Qué tengo que enseñar en una demo de software?,¿que-tengo-que-ensenar-en-una-demo-de-software,2009-06-28,/2009/06/28/%c2%bfque-tengo-que-ensenar-en-una-demo-de-software/,C,2,408,4,Software,demo; software
El camino está lleno de obstáculos..,el-camino-esta-lleno-de-obstaculos,2009-06-29,/2009/06/29/el-camino-esta-lleno-de-obstaculos/,C,,80,,Personas,autosuperación
¿Cómo motivar?,¿como-motivar,2009-06-30,/2009/06/30/%c2%bfcomo-motivar/,B,4,1243,14,Personas,
Una tarde con Juan,una-tarde-con-juan,2009-07-01,/2009/07/01/una-tarde-con-juan/,C,1,286,6,Personas,
La Gestión del Cambio en el Software,la-gestion-del-cambio-en-el-software,2009-07-05,/2009/07/05/la-gestion-del-cambio-en-el-software/,B,4,1186,10,Tecnología,gestión del cambio; software
8 Conceptos básicos para la excelencia,8-conceptos-basicos-para-la-excelencia,2009-07-08,/2009/07/08/8-conceptos-basicos-para-la-excelencia/,C,1,348,1,Tecnología,
En 10 palabras y 5 minutos. ¿Cómo pasar la crisis?,en-10-palabras-y-5-minutos-¿como-pasar-la-crisis,2009-07-16,/2009/07/16/en-10-palabras-y-5-minutos-%c2%bfcomo-pasar-la-crisis/,C,1,30,5,Tecnología,crisis; video
Viaje a Boston,viaje-a-boston,2009-08-11,/2009/08/11/viaje-a-boston/,C,2,737,7,Viajes,areopuerto; camping King; Palafrugell; pasaporte
Viaje a Boston 2,viaje-a-boston-2,2009-08-12,/2009/08/12/viaje-a-boston-2/,C,2,761,8,Viajes,
